mu,std_y,rms_y,rms_dy,rms_ddy,energy_y,signal_power,peak_to_peak,crest_factor,zero_crossings,entropy_y,skewness_y,kurtosis_y,mean_abs_y,shape_factor,regime
0.1,1.0,0.99498743710662,0.349312679448071,0.14425528017293,98.9999999999999,0.989999999999999,2.76949332897915,1.39950714636258,27,6.21535744408981,-0.0244239509215443,1.48773826425297,0.901992264258581,1.10309974545566,Weak_Nonlinear
0.01,1.0,0.99498743710662,0.351921345953891,0.141062232434971,98.9999999999999,0.989999999999999,2.81223471395841,1.43907978289961,27,6.19120085281676,-0.0346570693227399,1.51009166114295,0.893194420914307,1.11396512764613,Weak_Nonlinear
1e-09,0.999999999999998,0.994987437106618,0.05674161322454,0.0225996972322156,98.9999999999996,0.989999999999996,2.82174187397733,1.42488438634338,29,6.1891946126783,-0.0049264252596477,1.51212806621812,0.893100968062299,1.1140816914188,Harmonic
1e-09,0.999999999999998,0.994987437106618,0.0671065221342733,0.0269230561636693,98.9999999999997,0.989999999999997,2.81076284019774,1.41249767207468,27,6.19391099315661,-0.00051404014083,1.50638888212469,0.893862425945896,1.11313263453681,Harmonic
1e-10,0.999999999999998,0.994987437106618,0.0604714647680209,0.0239184541328653,98.9999999999997,0.989999999999997,2.76297573447887,1.41081466482784,29,6.18738500068204,-0.0275639862035402,1.52180983544405,0.896277562185576,1.1101331541541,Harmonic
3.0,1.0,0.99498743710662,0.388492687171173,0.303571889772842,98.9999999999999,0.989999999999999,2.5841021658289,1.30617261251542,10,6.29419194301303,0.0217489573773085,1.35908047785953,0.908668903829626,1.09499448359375,Strong_Nonlinear
0.05,1.0,0.99498743710662,0.351895946146597,0.142788254928063,99.0,0.99,2.79576013150106,1.42788772245276,27,6.20004731484958,-0.0319509145143281,1.49855903016384,0.895183982421281,1.11148932135201,Weak_Nonlinear
12.0,1.0,0.99498743710662,0.600639761834713,1.44965848187141,99.0,0.99,2.42177273048063,1.31645207953504,3,6.44741823073876,0.160517071342006,1.21218888174683,0.950939131395145,1.04632084668432,Relaxation
12.0,1.0,0.99498743710662,0.681530352069143,1.65506669331262,99.0,0.99,2.44522377560852,1.35242651223758,4,6.41938902104795,-0.206604029092724,1.25405587168714,0.946677408705967,1.05103114107971,Relaxation
15.0,1.0,0.99498743710662,0.607815280798681,1.81152362380055,98.9999999999999,0.989999999999999,2.42137404573979,1.48534407990725,2,6.34646185428612,-0.515365466933951,1.40270345439203,0.937492890975153,1.06132798092118,Relaxation
1e-10,0.999999999999998,0.994987437106618,0.0611734957299718,0.0243212509405625,98.9999999999996,0.989999999999996,2.79917925393044,1.43212490964267,28,6.18081922565581,-0.0216471801423816,1.51738080409599,0.88894463752425,1.11929066795172,Harmonic
0.0,0.999999999999998,0.994987437106618,0.0512534529871118,0.0206384163277469,98.9999999999996,0.989999999999996,2.80310016211331,1.42084145514605,29,6.19989107563602,0.020538924059004,1.50295995022486,0.895279177606053,1.11137113650647,Harmonic
10.0,1.0,0.99498743710662,0.63452616757766,1.23344566749178,98.9999999999999,0.989999999999999,2.50658440250776,1.29686203427909,4,6.37892269297081,0.0880320872409067,1.28159800830632,0.936219787514141,1.06277121075225,Relaxation
10.0,1.0,0.99498743710662,0.684863264572975,1.25445176793653,99.0,0.99,2.52686452186236,1.28087593085508,5,6.36018947546289,-0.0274730191735125,1.30037875417392,0.932086829625726,1.06748363508811,Relaxation
0.0,0.999999999999998,0.994987437106618,0.0620679142135568,0.0246613178865792,98.9999999999996,0.989999999999996,2.82408737849579,1.42403409678354,28,6.18607743630486,0.0125041100902972,1.51681490367246,0.893019047648001,1.11418389084441,Harmonic
0.1,1.0,0.99498743710662,0.352474130270422,0.143030677556297,98.9999999999999,0.989999999999999,2.79632425505981,1.43076862255215,27,6.1960891502665,-0.0314128340608908,1.50688623236654,0.89561611643587,1.11095302869962,Weak_Nonlinear
1e-09,0.999999999999998,0.994987437106618,0.0501566025242831,0.0199272149923028,98.9999999999996,0.989999999999996,2.82317138469891,1.43492841756386,30,6.18259185341755,0.0221870722114736,1.51809854304142,0.890714619014986,1.11706647209512,Harmonic
0.0,0.999999999999998,0.994987437106618,0.0645156182405953,0.0259319497229588,98.9999999999997,0.989999999999997,2.80944497039296,1.41765935407636,28,6.19209439851227,0.0063426444466127,1.50906122407112,0.893158331463053,1.11401013913934,Harmonic
2.0,1.0,0.99498743710662,0.362291095898997,0.22265995063394,99.0,0.99,2.65640415933608,1.35680777407161,12,6.26969789624946,-0.0467528543918426,1.39956687457416,0.910184681610402,1.09317093245975,Strong_Nonlinear
0.01,1.0,0.99498743710662,0.35215018800357,0.140974172242835,99.0,0.99,2.81304845111351,1.44516896807762,27,6.18484709736079,-0.0520846947901843,1.51495712648049,0.890050173530359,1.11790039112068,Weak_Nonlinear
4.0,1.0,0.99498743710662,0.447593440042849,0.410616020649749,98.9999999999999,0.989999999999999,2.570794961642,1.34256149995922,8,6.27907525107266,0.0707038497633303,1.3768218962511,0.90794851362573,1.0958632809842,Strong_Nonlinear
